VALUE,long,lat
613.00000000,34.083,50.917
611.00000000,34.250,50.917
608.00000000,34.417,50.917
607.00000000,34.583,50.917
609.00000000,34.750,50.917
609.00000000,34.917,50.917
614.00000000,35.083,50.917
619.00000000,35.250,50.917
620.00000000,35.417,50.917
620.00000000,35.583,50.917
607.00000000,23.917,50.750
617.00000000,24.083,50.750
631.00000000,24.250,50.750
630.00000000,24.417,50.750
628.00000000,24.583,50.750
624.00000000,24.750,50.750
619.00000000,24.917,50.750
610.00000000,25.083,50.750
599.00000000,25.250,50.750
589.00000000,25.417,50.750
587.00000000,25.583,50.750
588.00000000,25.750,50.750
594.00000000,25.917,50.750
596.00000000,26.083,50.750
604.00000000,26.250,50.750
615.00000000,26.417,50.750
624.00000000,26.583,50.750
635.00000000,26.750,50.750
638.00000000,26.917,50.750
646.00000000,27.083,50.750
651.00000000,27.250,50.750
652.00000000,27.417,50.750
650.00000000,27.583,50.750
641.00000000,27.750,50.750
638.00000000,27.917,50.750
631.00000000,28.083,50.750
632.00000000,28.250,50.750
626.00000000,28.417,50.750
621.00000000,28.583,50.750
621.00000000,28.750,50.750
626.00000000,28.917,50.750
630.00000000,29.083,50.750
632.00000000,29.250,50.750
632.00000000,29.417,50.750
635.00000000,29.583,50.750
628.00000000,29.750,50.750
622.00000000,29.917,50.750
619.00000000,30.083,50.750
613.00000000,30.250,50.750
594.00000000,30.417,50.750
589.00000000,30.583,50.750
595.00000000,30.750,50.750
595.00000000,30.917,50.750
586.00000000,31.083,50.750
582.00000000,31.250,50.750
583.00000000,31.417,50.750
584.00000000,31.583,50.750
585.00000000,31.750,50.750
591.00000000,31.917,50.750
597.00000000,32.083,50.750
605.00000000,32.250,50.750
608.00000000,32.417,50.750
607.00000000,32.583,50.750
605.00000000,32.750,50.750
602.00000000,32.917,50.750
603.00000000,33.083,50.750
605.00000000,33.250,50.750
609.00000000,33.417,50.750
609.00000000,33.583,50.750
613.00000000,33.750,50.750
611.00000000,33.917,50.750
608.00000000,34.083,50.750
606.00000000,34.250,50.750
603.00000000,34.417,50.750
599.00000000,34.583,50.750
595.00000000,34.750,50.750
601.00000000,34.917,50.750
606.00000000,35.083,50.750
611.00000000,35.250,50.750
614.00000000,35.417,50.750
615.00000000,35.583,50.750
618.00000000,23.750,50.583
624.00000000,23.917,50.583
630.00000000,24.083,50.583
636.00000000,24.250,50.583
638.00000000,24.417,50.583
635.00000000,24.583,50.583
633.00000000,24.750,50.583
626.00000000,24.917,50.583
619.00000000,25.083,50.583
607.00000000,25.250,50.583
593.00000000,25.417,50.583
595.00000000,25.583,50.583
597.00000000,25.750,50.583
598.00000000,25.917,50.583
599.00000000,26.083,50.583
604.00000000,26.250,50.583
621.00000000,26.417,50.583
626.00000000,26.583,50.583
638.00000000,26.750,50.583
648.00000000,26.917,50.583
652.00000000,27.083,50.583
654.00000000,27.250,50.583
655.00000000,27.417,50.583
647.00000000,27.583,50.583
643.00000000,27.750,50.583
638.00000000,27.917,50.583
633.00000000,28.083,50.583
626.00000000,28.250,50.583
621.00000000,28.417,50.583
617.00000000,28.583,50.583
619.00000000,28.750,50.583
622.00000000,28.917,50.583
626.00000000,29.083,50.583
629.00000000,29.250,50.583
626.00000000,29.417,50.583
627.00000000,29.583,50.583
627.00000000,29.750,50.583
617.00000000,29.917,50.583
618.00000000,30.083,50.583
612.00000000,30.250,50.583
607.00000000,30.417,50.583
591.00000000,30.583,50.583
593.00000000,30.750,50.583
584.00000000,30.917,50.583
573.00000000,31.083,50.583
568.00000000,31.250,50.583
569.00000000,31.417,50.583
569.00000000,31.583,50.583
569.00000000,31.750,50.583
579.00000000,31.917,50.583
588.00000000,32.083,50.583
596.00000000,32.250,50.583
602.00000000,32.417,50.583
604.00000000,32.583,50.583
597.00000000,32.750,50.583
599.00000000,32.917,50.583
597.00000000,33.083,50.583
589.00000000,33.250,50.583
597.00000000,33.417,50.583
606.00000000,33.583,50.583
609.00000000,33.750,50.583
611.00000000,33.917,50.583
603.00000000,34.083,50.583
600.00000000,34.250,50.583
588.00000000,34.417,50.583
588.00000000,34.583,50.583
595.00000000,34.750,50.583
596.00000000,34.917,50.583
598.00000000,35.083,50.583
596.00000000,35.250,50.583
597.00000000,35.417,50.583
599.00000000,35.583,50.583
611.00000000,35.750,50.583
619.00000000,35.917,50.583
626.00000000,36.083,50.583
625.00000000,36.250,50.583
