VALUE,long,lat
6.72990608,29.250,50.9166666666667
6.71242714,29.417,50.9166666666667
6.77751017,29.583,50.9166666666667
6.92356253,29.750,50.9166666666667
7.17417717,29.917,50.9166666666667
7.28631258,30.083,50.9166666666667
7.33268738,30.250,50.9166666666667
7.56448936,30.417,50.9166666666667
7.45667696,30.583,50.9166666666667
7.43819809,30.750,50.9166666666667
7.36213541,30.917,50.9166666666667
7.28565645,31.083,50.9166666666667
7.16035414,31.250,50.9166666666667
7.05206251,31.417,50.9166666666667
7.01104164,31.583,50.9166666666667
6.98075008,31.750,50.9166666666667
6.96054173,31.917,50.9166666666667
6.90832281,32.083,50.9166666666667
6.81010389,32.250,50.9166666666667
6.77641678,32.417,50.9166666666667
6.77339602,32.583,50.9166666666667
6.75695848,32.750,50.9166666666667
6.76795816,32.917,50.9166666666667
6.73289585,33.083,50.9166666666667
6.71689558,33.250,50.9166666666667
6.65812492,33.417,50.9166666666667
6.63320827,33.583,50.9166666666667
6.65882301,33.750,50.9166666666667
6.65929174,33.917,50.9166666666667
6.66180229,34.083,50.9166666666667
6.63562489,34.250,50.9166666666667
6.63431263,34.417,50.9166666666667
6.63326025,34.583,50.9166666666667
6.77126026,34.750,50.9166666666667
6.67190599,34.917,50.9166666666667
6.39067698,35.083,50.9166666666667
6.39584398,35.250,50.9166666666667
6.35130215,35.417,50.9166666666667
6.44838524,35.583,50.9166666666667
7.36014605,23.917,50.75
7.40505219,24.083,50.75
7.40259361,24.250,50.75
7.42259359,24.417,50.75
7.31742716,24.583,50.75
7.26356268,24.750,50.75
7.30042696,24.917,50.75
7.43806267,25.083,50.75
7.64245844,25.250,50.75
7.73102093,25.417,50.75
7.62073946,25.583,50.75
7.67426062,25.750,50.75
7.63385439,25.917,50.75
7.55025005,26.083,50.75
7.44420815,26.250,50.75
7.36482286,26.417,50.75
7.27471876,26.583,50.75
7.09819794,26.750,50.75
7.02294779,26.917,50.75
6.83937502,27.083,50.75
6.71018744,27.250,50.75
6.52825022,27.417,50.75
6.41681242,27.583,50.75
6.35639572,27.750,50.75
6.37235403,27.917,50.75
6.43168736,28.083,50.75
6.44101048,28.250,50.75
6.53768730,28.417,50.75
6.72942686,28.583,50.75
6.76733351,28.750,50.75
6.80237484,28.917,50.75
6.82970858,29.083,50.75
6.89238548,29.250,50.75
6.87598944,29.417,50.75
6.88207293,29.583,50.75
6.93330193,29.750,50.75
7.11325026,29.917,50.75
7.30017710,30.083,50.75
7.44882298,30.250,50.75
7.69971895,30.417,50.75
7.60144758,30.583,50.75
7.59540606,30.750,50.75
7.41061449,30.917,50.75
7.35332298,31.083,50.75
7.27134371,31.250,50.75
7.15047932,31.417,50.75
7.05887508,31.583,50.75
7.04206228,31.750,50.75
7.00941658,31.917,50.75
6.97511482,32.083,50.75
6.86486483,32.250,50.75
6.77905226,32.417,50.75
6.86929178,32.583,50.75
6.83259392,32.750,50.75
6.81543732,32.917,50.75
6.83151054,33.083,50.75
6.77163553,33.250,50.75
6.81021881,33.417,50.75
6.83682299,33.583,50.75
6.79198980,33.750,50.75
6.75935411,33.917,50.75
6.70171881,34.083,50.75
6.65740633,34.250,50.75
6.62410402,34.417,50.75
6.58509350,34.583,50.75
6.72686481,34.750,50.75
6.61951017,34.917,50.75
6.47885418,35.083,50.75
6.41589594,35.250,50.75
6.33242702,35.417,50.75
6.44588566,35.583,50.75
7.20181227,23.750,50.5833333333334
