temp,long,lat,prec,acceptable,occur
7.68826056,25.58,50.58,595,FALSE,0
7.67421865,25.75,50.58,597,FALSE,0
7.6604166,25.92,50.58,598,FALSE,0
7.46633339,26.08,50.58,599,FALSE,0
7.54645824,26.25,50.58,604,FALSE,0
7.2968955,26.42,50.58,621,FALSE,0
7.3670001,26.58,50.58,626,FALSE,0
7.17888546,26.75,50.58,638,FALSE,0
7.00341654,26.92,50.58,648,FALSE,0
6.93256235,27.08,50.58,652,FALSE,0
6.81055212,27.25,50.58,654,FALSE,0
6.6498332,27.42,50.58,655,FALSE,0
6.59019804,27.58,50.58,647,FALSE,0
6.48289585,27.75,50.58,643,FALSE,0
6.46634388,27.92,50.58,638,FALSE,0
6.48068762,28.08,50.58,633,FALSE,0
6.51002073,28.25,50.58,626,FALSE,0
6.66247892,28.42,50.58,621,FALSE,0
6.74827099,28.58,50.58,617,FALSE,0
6.81066656,28.75,50.58,619,FALSE,0
6.81780195,28.92,50.58,622,FALSE,0
6.87582254,29.08,50.58,626,FALSE,0
6.92421865,29.25,50.58,629,FALSE,0
6.97403097,29.42,50.58,626,FALSE,0
6.88111448,29.58,50.58,627,FALSE,0
6.9979167,29.75,50.58,627,FALSE,0
7.22055244,29.92,50.58,617,FALSE,0
7.31388521,30.08,50.58,618,FALSE,0
7.57844782,30.25,50.58,612,FALSE,0
7.65190649,30.42,50.58,607,FALSE,0
7.88824987,30.58,50.58,591,FALSE,0
7.64488554,30.75,50.58,593,FALSE,0
7.5352397,30.92,50.58,584,FALSE,0
7.4562501900000004,31.08,50.58,573,FALSE,0
7.34305191,31.25,50.58,568,FALSE,0
7.244802,31.42,50.58,569,FALSE,0
7.15835428,31.58,50.58,569,FALSE,0
7.10413551,31.75,50.58,569,FALSE,0
7.06116676,31.92,50.58,579,FALSE,0
7.04802084,32.08,50.58,588,FALSE,0
7.0458436,32.25,50.58,596,FALSE,0
7.04359388,32.42,50.58,602,FALSE,0
6.98520803,32.58,50.58,604,FALSE,0
7.08021879,32.75,50.58,597,FALSE,0
7.0441041,32.92,50.58,599,FALSE,0
6.9926877,33.08,50.58,597,FALSE,0
6.98504162,33.25,50.58,589,FALSE,0
6.99692726,33.42,50.58,597,FALSE,0
6.89082289,33.58,50.58,606,FALSE,0
6.8843956,33.75,50.58,609,FALSE,0
6.83774996,33.92,50.58,611,FALSE,0
6.84172916,34.08,50.58,603,FALSE,0
6.80514574,34.25,50.58,600,FALSE,0
6.86983347,34.42,50.58,588,FALSE,0
6.80231237,34.58,50.58,588,FALSE,0
6.60613537,34.75,50.58,595,FALSE,0
6.60656261,34.92,50.58,596,FALSE,0
6.50603104,35.08,50.58,598,FALSE,0
6.52411461,35.25,50.58,596,FALSE,0
6.526896,35.42,50.58,597,FALSE,0
6.61569786,35.58,50.58,599,FALSE,0
6.62520838,35.75,50.58,611,FALSE,0
6.71362495,35.92,50.58,619,FALSE,0
6.76191664,36.08,50.58,626,FALSE,0
6.76919794,36.25,50.58,625,FALSE,0
6.40585423,37.25,50.58,565,FALSE,0
6.34752083,37.42,50.58,565,FALSE,0
6.27104187,37.58,50.58,560,FALSE,0
6.95844793,23.58,50.42,631,FALSE,0
7.11262512,23.75,50.42,628,FALSE,0
7.20012474,23.92,50.42,634,FALSE,0
7.26917696,24.08,50.42,641,FALSE,0
7.43166685,24.25,50.42,643,FALSE,0
7.32902098,24.42,50.42,648,FALSE,0
7.23359346,24.58,50.42,647,FALSE,0
7.2394166,24.75,50.42,641,FALSE,0
7.23604155,24.92,50.42,637,FALSE,0
7.31961489,25.08,50.42,632,FALSE,0
7.48348951,25.25,50.42,625,FALSE,0
7.58845854,25.42,50.42,617,FALSE,0
7.744771,25.58,50.42,615,FALSE,0
7.89969778,25.75,50.42,609,FALSE,0
7.59327078,25.92,50.42,616,FALSE,0
7.4421978,26.08,50.42,614,FALSE,0
7.40877104,26.25,50.42,616,FALSE,0
7.38287497,26.42,50.42,625,FALSE,0
7.47289562,26.58,50.42,629,FALSE,0
7.18778133,26.75,50.42,646,FALSE,0
7.11736441,26.92,50.42,654,FALSE,0
6.99513531,27.08,50.42,659,FALSE,0
6.85375023,27.25,50.42,660,FALSE,0
6.76920843,27.42,50.42,655,FALSE,0
6.68401051,27.58,50.42,649,FALSE,0
6.68834352,27.75,50.42,645,FALSE,0
6.59215641,27.92,50.42,636,FALSE,0
6.65072918,28.08,50.42,631,FALSE,0
6.68490648,28.25,50.42,624,FALSE,0
6.75691652,28.42,50.42,615,FALSE,0
6.82716656,28.58,50.42,612,FALSE,0
6.89836454,28.75,50.42,616,FALSE,0
6.9824791,28.92,50.42,617,FALSE,0
7.04041672,29.08,50.42,619,FALSE,0
7.05589581,29.25,50.42,621,FALSE,0
7.00176048,29.42,50.42,620,FALSE,0
6.9921875,29.58,50.42,622,FALSE,0
7.1309166,29.75,50.42,621,FALSE,0
7.21899986,29.92,50.42,618,FALSE,0
7.40559387,30.08,50.42,612,FALSE,0
7.64609385,30.25,50.42,611,FALSE,0
7.88787508,30.42,50.42,616,FALSE,0
8.19019794,30.58,50.42,598,FALSE,0
7.81460428,30.75,50.42,588,FALSE,0
7.69721889,30.92,50.42,574,FALSE,0
7.6236043,31.08,50.42,562,FALSE,0
7.519979,31.25,50.42,552,FALSE,0
7.41329145,31.42,50.42,549,FALSE,0
7.26497936,31.58,50.42,555,FALSE,0
7.16568756,31.75,50.42,558,FALSE,0
7.14543724,31.92,50.42,563,FALSE,0
7.15322924,32.08,50.42,574,FALSE,0
7.17115641,32.25,50.42,583,FALSE,0
7.22127104,32.42,50.42,587,FALSE,0
7.18494797,32.58,50.42,593,FALSE,0
7.14640617,32.75,50.42,595,FALSE,0
7.16983318,32.92,50.42,596,FALSE,0
7.17630196,33.08,50.42,588,FALSE,0
7.21144772,33.25,50.42,577,FALSE,0
7.1972084,33.42,50.42,578,FALSE,0
7.05108309,33.58,50.42,594,FALSE,0
7.02921867,33.75,50.42,600,FALSE,0
6.98514605,33.92,50.42,607,FALSE,0
6.96411467,34.08,50.42,595,FALSE,0
6.95377064,34.25,50.42,591,FALSE,0
6.87758303,34.42,50.42,586,FALSE,0
6.80895853,34.58,50.42,587,FALSE,0
6.66706228,34.75,50.42,591,FALSE,0
6.73685408,34.92,50.42,587,FALSE,0
6.71969795,35.08,50.42,584,FALSE,0
6.73043728,35.25,50.42,580,FALSE,0
6.77463531,35.42,50.42,582,FALSE,0
6.73481226,35.58,50.42,586,FALSE,0
6.76120853,35.75,50.42,598,FALSE,0
6.79686451,35.92,50.42,614,FALSE,0
6.87459373,36.08,50.42,632,FALSE,0
6.91482306,36.25,50.42,636,FALSE,0
6.93209362,36.42,50.42,613,FALSE,0
6.97639608,36.58,50.42,590,FALSE,0
6.97723961,36.75,50.42,576,FALSE,0
6.88912487,36.92,50.42,566,FALSE,0
6.66990614,37.08,50.42,562,FALSE,0
6.5232501,37.25,50.42,560,FALSE,0
6.44829178,37.42,50.42,560,FALSE,0
6.44732285,37.58,50.42,556,FALSE,0
6.57083321,37.75,50.42,553,FALSE,0
7.29266644,23.25,50.25,629,FALSE,0
6.81512499,23.42,50.25,658,FALSE,0
6.84804153,23.58,50.25,651,FALSE,0
7.10503101,23.75,50.25,644,FALSE,0
7.26357269,23.92,50.25,647,FALSE,0
7.33755207,24.08,50.25,651,FALSE,0
7.40673971,24.25,50.25,651,FALSE,0
7.38251019,24.42,50.25,652,FALSE,0
7.27142715,24.58,50.25,655,FALSE,0
7.20055199,24.75,50.25,651,FALSE,0
7.17560434,24.92,50.25,650,FALSE,0
7.19630241,25.08,50.25,646,FALSE,0
7.33970833,25.25,50.25,641,FALSE,0
7.60242701,25.42,50.25,638,FALSE,0
7.92911482,25.58,50.25,629,FALSE,0
8.08952045,25.75,50.25,624,FALSE,0
7.71414614,25.92,50.25,630,FALSE,0
7.48472929,26.08,50.25,627,FALSE,0
7.45853138,26.25,50.25,627,FALSE,0
7.45778131,26.42,50.25,629,FALSE,0
7.50112486,26.58,50.25,638,FALSE,0
7.26263523,26.75,50.25,651,FALSE,0
7.19754171,26.92,50.25,666,FALSE,0
7.01775026,27.08,50.25,676,FALSE,0
6.82916689,27.25,50.25,671,FALSE,0
6.74326038,27.42,50.25,665,FALSE,0
6.75560427,27.58,50.25,656,FALSE,0
6.7524271,27.75,50.25,647,FALSE,0
6.651896,27.92,50.25,642,FALSE,0
6.70462465,28.08,50.25,634,FALSE,0
6.796875,28.25,50.25,625,FALSE,0
6.87044811,28.42,50.25,619,FALSE,0
7.08274984,28.58,50.25,614,FALSE,0
7.13562489,28.75,50.25,616,FALSE,0
7.07495832,28.92,50.25,615,FALSE,0
7.06085396,29.08,50.25,620,FALSE,0
7.06951046,29.25,50.25,619,FALSE,0
7.12712526,29.42,50.25,616,FALSE,0
7.1951561,29.58,50.25,618,FALSE,0
7.26505232,29.75,50.25,615,FALSE,0
7.44107294,29.92,50.25,609,FALSE,0
7.54234362,30.08,50.25,603,FALSE,0
7.6177187,30.25,50.25,605,FALSE,0
7.6697917,30.42,50.25,600,FALSE,0
7.96296883,30.58,50.25,586,FALSE,0
7.99628115,30.75,50.25,572,FALSE,0
7.81552076,30.92,50.25,567,FALSE,0
7.70537519,31.08,50.25,556,FALSE,0
7.62488556,31.25,50.25,542,FALSE,0
7.51094818,31.42,50.25,537,FALSE,0
7.37414598,31.58,50.25,543,FALSE,0
7.26496887,31.75,50.25,544,FALSE,0
7.23464584,31.92,50.25,553,FALSE,0
7.28276014,32.08,50.25,562,FALSE,0
7.32522917,32.25,50.25,570,FALSE,0
7.39827108,32.42,50.25,573,FALSE,0
7.41551065,32.58,50.25,580,FALSE,0
7.36883354,32.75,50.25,590,FALSE,0
7.38342714,32.92,50.25,593,FALSE,0
7.4099164,33.08,50.25,591,FALSE,0
7.45257282,33.25,50.25,575,FALSE,0
7.37394762,33.42,50.25,572,FALSE,0
7.240448,33.58,50.25,582,FALSE,0
7.18312502,33.75,50.25,585,FALSE,0
7.15356255,33.92,50.25,587,FALSE,0
7.14939594,34.08,50.25,588,FALSE,0
6.9769268,34.25,50.25,586,FALSE,0
7.01762486,34.42,50.25,580,FALSE,0
6.86967707,34.58,50.25,579,FALSE,0
6.85795832,34.75,50.25,577,FALSE,0
6.95411444,34.92,50.25,579,FALSE,0
6.79520845,35.08,50.25,581,FALSE,0
6.73312521,35.25,50.25,579,FALSE,0
6.67827082,35.42,50.25,572,FALSE,0
6.66200018,35.58,50.25,573,FALSE,0
6.74769783,35.75,50.25,585,FALSE,0
6.97298956,35.92,50.25,598,FALSE,0
7.09990644,36.08,50.25,620,FALSE,0
7.10138559,36.25,50.25,629,FALSE,0
7.09527111,36.42,50.25,602,FALSE,0
7.00306273,36.58,50.25,585,FALSE,0
6.88171864,36.75,50.25,570,FALSE,0
6.96363544,36.92,50.25,558,FALSE,0
6.78913546,37.08,50.25,557,FALSE,0
6.55971861,37.25,50.25,557,FALSE,0
6.39137506,37.42,50.25,557,FALSE,0
6.48017693,37.58,50.25,553,FALSE,0
6.55789566,37.75,50.25,555,FALSE,0
6.86155224,38.08,50.25,555,FALSE,0
6.84431267,38.25,50.25,552,FALSE,0
6.74197912,38.42,50.25,547,FALSE,0
7.76082277,23.08,50.08,622,FALSE,0
7.46303129,23.25,50.08,639,FALSE,0
7.15660429,23.42,50.08,657,FALSE,0
6.76048946,23.58,50.08,683,FALSE,0
7.03049994,23.75,50.08,670,FALSE,0
7.2578125,23.92,50.08,664,TRUE,1
7.36555195,24.08,50.08,662,FALSE,0
7.36701059,24.25,50.08,661,FALSE,0
7.35645819,24.42,50.08,661,FALSE,0
7.21865654,24.58,50.08,660,FALSE,0
7.15565634,24.75,50.08,659,FALSE,0
7.06412506,24.92,50.08,659,FALSE,0
7.01633358,25.08,50.08,664,FALSE,0
7.16010427,25.25,50.08,663,FALSE,0
7.40941668,25.42,50.08,656,FALSE,0
7.82945824,25.58,50.08,645,FALSE,0
7.82947922,25.75,50.08,648,FALSE,0
7.61973953,25.92,50.08,639,FALSE,0
7.65423965,26.08,50.08,630,FALSE,0
7.51634359,26.25,50.08,630,FALSE,0
7.34417725,26.42,50.08,640,FALSE,0
7.31126022,26.58,50.08,649,FALSE,0
7.31285429,26.75,50.08,658,FALSE,0
7.15647936,26.92,50.08,672,TRUE,1
7.00020838,27.08,50.08,679,TRUE,1
6.8994894,27.25,50.08,673,FALSE,0
6.89589596,27.42,50.08,664,FALSE,0
6.85705233,27.58,50.08,654,FALSE,0
6.864573,27.75,50.08,646,FALSE,0
6.82029152,27.92,50.08,643,FALSE,0
6.89747906,28.08,50.08,633,FALSE,0
6.90987492,28.25,50.08,628,FALSE,0
6.95268774,28.42,50.08,623,FALSE,0
7.04857302,28.58,50.08,619,FALSE,0
7.09358358,28.75,50.08,620,FALSE,0
7.07215643,28.92,50.08,621,FALSE,0
7.05165625,29.08,50.08,621,FALSE,0
7.04630232,29.25,50.08,618,FALSE,0
7.17649984,29.42,50.08,617,FALSE,0
7.30220842,29.58,50.08,612,FALSE,0
7.44013548,29.75,50.08,607,FALSE,0
7.55264568,29.92,50.08,606,FALSE,0
7.58457279,30.08,50.08,599,FALSE,0
7.65495825,30.25,50.08,593,FALSE,0
7.77347898,30.42,50.08,589,FALSE,0
7.81850004,30.58,50.08,586,FALSE,0
7.87628126,30.75,50.08,570,FALSE,0
7.78153133,30.92,50.08,559,FALSE,0
7.79580212,31.08,50.08,551,FALSE,0
7.72598982,31.25,50.08,544,FALSE,0
7.64718771,31.42,50.08,538,FALSE,0
7.51348972,31.58,50.08,540,FALSE,0
7.37526035,31.75,50.08,545,FALSE,0
7.33837509,31.92,50.08,552,FALSE,0
7.39982271,32.08,50.08,557,FALSE,0
7.4630003,32.25,50.08,563,FALSE,0
7.55334377,32.42,50.08,563,FALSE,0
7.63812494,32.58,50.08,571,FALSE,0
7.64074993,32.75,50.08,584,FALSE,0
7.59671879,32.92,50.08,597,FALSE,0
7.6812501,33.08,50.08,586,FALSE,0
7.67703152,33.25,50.08,572,FALSE,0
7.47211456,33.42,50.08,569,FALSE,0
7.38284349,33.58,50.08,568,FALSE,0
7.39764595,33.75,50.08,567,FALSE,0
7.36745834,33.92,50.08,569,FALSE,0
7.25601053,34.08,50.08,571,FALSE,0
7.19896889,34.25,50.08,569,FALSE,0
7.1173749,34.42,50.08,570,FALSE,0
6.96831226,34.58,50.08,573,FALSE,0
7.12818766,34.75,50.08,565,FALSE,0
7.01048946,34.92,50.08,574,FALSE,0
6.76705217,35.08,50.08,576,FALSE,0
6.69736433,35.25,50.08,572,FALSE,0
6.70708323,35.42,50.08,566,FALSE,0
6.77546883,35.58,50.08,561,FALSE,0
6.85690641,35.75,50.08,571,FALSE,0
7.1765728,35.92,50.08,573,FALSE,0
7.27510405,36.08,50.08,583,FALSE,0
7.40724993,36.25,50.08,590,FALSE,0
7.28589582,36.42,50.08,580,FALSE,0
7.08494806,36.58,50.08,570,FALSE,0
7.07236481,36.75,50.08,557,FALSE,0
7.05286455,36.92,50.08,550,FALSE,0
6.79496861,37.08,50.08,550,FALSE,0
6.53696871,37.25,50.08,555,FALSE,0
6.42507315,37.42,50.08,554,FALSE,0
6.57371902,37.58,50.08,553,FALSE,0
6.73855209,37.75,50.08,552,FALSE,0
6.87432289,37.92,50.08,552,FALSE,0
7.08868742,38.08,50.08,549,FALSE,0
6.99442673,38.25,50.08,549,FALSE,0
6.87225008,38.42,50.08,545,FALSE,0
6.75623941,38.58,50.08,539,FALSE,0
6.80620813,38.75,50.08,531,FALSE,0
8.29445839,22.92,49.92,617,FALSE,0
7.99167728,23.08,49.92,631,FALSE,0
7.7005415,23.25,49.92,647,FALSE,0
7.46842718,23.42,49.92,664,FALSE,0
7.16295815,23.58,49.92,683,TRUE,1
6.98396873,23.75,49.92,696,TRUE,1
7.12452078,23.92,49.92,697,TRUE,1
7.38962507,24.08,49.92,679,TRUE,1
7.39846849,24.25,49.92,672,TRUE,1
7.35882282,24.42,49.92,669,TRUE,1
7.33925009,24.58,49.92,662,FALSE,0
7.19786453,24.75,49.92,662,FALSE,0
6.85329151,24.92,49.92,677,FALSE,0
6.5590415,25.08,49.92,682,FALSE,0
6.58797932,25.25,49.92,676,FALSE,0
6.84072924,25.42,49.92,666,FALSE,0
7.26818752,25.58,49.92,652,FALSE,0
7.41623974,25.75,49.92,647,FALSE,0
7.60765648,25.92,49.92,637,FALSE,0
7.62598944,26.08,49.92,631,FALSE,0
7.55597925,26.25,49.92,631,FALSE,0
7.48152065,26.42,49.92,638,FALSE,0
7.32486439,26.58,49.92,649,FALSE,0
7.20086479,26.75,49.92,657,FALSE,0
7.15863562,26.92,49.92,666,FALSE,0
7.06795835,27.08,49.92,671,FALSE,0
6.9907918,27.25,49.92,667,FALSE,0
6.94286442,27.42,49.92,662,FALSE,0
6.95725012,27.58,49.92,654,FALSE,0
7.02820826,27.75,49.92,644,FALSE,0
6.93395853,27.92,49.92,642,FALSE,0
6.95202065,28.08,49.92,635,FALSE,0
6.94253111,28.25,49.92,633,FALSE,0
6.99702072,28.42,49.92,626,FALSE,0
7.10592699,28.58,49.92,623,FALSE,0
7.00650024,28.75,49.92,626,FALSE,0
7.07434368,28.92,49.92,623,FALSE,0
7.04729176,29.08,49.92,623,FALSE,0
7.11503124,29.25,49.92,619,FALSE,0
7.26165628,29.42,49.92,616,FALSE,0
7.38559389,29.58,49.92,609,FALSE,0
7.49837494,29.75,49.92,605,FALSE,0
7.68597937,29.92,49.92,595,FALSE,0
7.79891682,30.08,49.92,585,FALSE,0
7.86605215,30.25,49.92,576,FALSE,0
7.83426046,30.42,49.92,579,FALSE,0
7.80755186,30.58,49.92,576,FALSE,0
7.68623972,30.75,49.92,573,FALSE,0
7.63648939,30.92,49.92,569,FALSE,0
7.61392689,31.08,49.92,561,FALSE,0
7.56840611,31.25,49.92,549,FALSE,0
7.54276037,31.42,49.92,539,FALSE,0
7.49065638,31.58,49.92,537,FALSE,0
7.49058342,31.75,49.92,545,FALSE,0
7.4359169,31.92,49.92,547,FALSE,0
7.4993124,32.08,49.92,554,FALSE,0
7.54683352,32.25,49.92,558,FALSE,0
7.65112495,32.42,49.92,560,FALSE,0
7.79300022,32.58,49.92,564,FALSE,0
7.8857398,32.75,49.92,574,FALSE,0
7.88263559,32.92,49.92,579,FALSE,0
7.9251771,33.08,49.92,572,FALSE,0
7.71197939,33.25,49.92,563,FALSE,0
7.66987514,33.42,49.92,550,FALSE,0
7.71131229,33.58,49.92,548,FALSE,0
7.61852074,33.75,49.92,552,FALSE,0
7.55618763,33.92,49.92,554,FALSE,0
7.27995825,34.08,49.92,563,FALSE,0
7.24443769,34.25,49.92,566,FALSE,0
7.16776037,34.42,49.92,564,FALSE,0
7.12489605,34.58,49.92,562,FALSE,0
7.22300005,34.75,49.92,560,FALSE,0
7.09714603,34.92,49.92,567,FALSE,0
6.9463644,35.08,49.92,572,FALSE,0
6.75148964,35.25,49.92,574,FALSE,0
6.78053141,35.42,49.92,562,FALSE,0
6.86067677,35.58,49.92,555,FALSE,0
7.01367712,35.75,49.92,555,FALSE,0
7.18786478,35.92,49.92,555,FALSE,0
7.55648947,36.08,49.92,552,FALSE,0
7.83772898,36.25,49.92,555,FALSE,0
7.53901052,36.42,49.92,557,FALSE,0
7.31808329,36.58,49.92,554,FALSE,0
7.14356232,36.75,49.92,543,FALSE,0
7.12963533,36.92,49.92,536,FALSE,0
7.02236462,37.08,49.92,541,FALSE,0
6.79985428,37.25,49.92,545,FALSE,0
6.67879152,37.42,49.92,548,FALSE,0
6.82131243,37.58,49.92,547,FALSE,0
6.98458338,37.75,49.92,544,FALSE,0
7.03554153,37.92,49.92,549,FALSE,0
6.96587515,38.08,49.92,552,FALSE,0
7.01929188,38.25,49.92,546,FALSE,0
6.92540646,38.42,49.92,540,FALSE,0
6.93479156,38.58,49.92,533,FALSE,0
7.02663565,38.75,49.92,526,FALSE,0
7.1635313,38.92,49.92,518,FALSE,0
7.03515625,39.08,49.92,521,FALSE,0
7.00754166,39.25,49.92,520,FALSE,0
7.10334396,39.42,49.92,517,FALSE,0
7.07644796,39.58,49.92,518,FALSE,0
7.77565622,22.58,49.75,685,TRUE,1
8.14493752,22.75,49.75,655,FALSE,0
8.21388531,22.92,49.75,648,FALSE,0
7.90073967,23.08,49.75,663,FALSE,0
7.70581245,23.25,49.75,675,TRUE,1
7.5277915,23.42,49.75,687,TRUE,1
7.39493752,23.58,49.75,694,TRUE,1
7.3084898,23.75,49.75,699,TRUE,1
7.28292704,23.92,49.75,705,TRUE,1
7.13979149,24.08,49.75,710,TRUE,1
7.31220818,24.25,49.75,690,TRUE,1
7.18109369,24.42,49.75,689,TRUE,1
6.98346901,24.58,49.75,689,TRUE,1
6.59644794,24.75,49.75,696,FALSE,0
6.51453114,24.92,49.75,692,FALSE,0
6.40512514,25.08,49.75,688,FALSE,0
6.50352049,25.25,49.75,676,FALSE,0
6.75186443,25.42,49.75,658,FALSE,0
6.86329174,25.58,49.75,651,FALSE,0
7.07036448,25.75,49.75,643,FALSE,0
7.23866653,25.92,49.75,640,FALSE,0
7.35304165,26.08,49.75,637,FALSE,0
7.36933327,26.25,49.75,640,FALSE,0
7.32576036,26.42,49.75,642,FALSE,0
7.2425313,26.58,49.75,651,FALSE,0
7.18191671,26.75,49.75,658,FALSE,0
7.18528128,26.92,49.75,661,FALSE,0
7.12802076,27.08,49.75,664,FALSE,0
7.05066681,27.25,49.75,663,FALSE,0
6.99262476,27.42,49.75,661,FALSE,0
6.98657274,27.58,49.75,656,FALSE,0
6.97415638,27.75,49.75,651,FALSE,0
6.9699688,27.92,49.75,644,FALSE,0
7.01231241,28.08,49.75,640,FALSE,0
7.00285435,28.25,49.75,636,FALSE,0
6.96779156,28.42,49.75,633,FALSE,0
7.03947926,28.58,49.75,628,FALSE,0
6.97090626,28.75,49.75,631,FALSE,0
7.00415611,28.92,49.75,629,FALSE,0
7.09223938,29.08,49.75,626,FALSE,0
7.17146873,29.25,49.75,622,FALSE,0
7.26964569,29.42,49.75,620,FALSE,0
7.43511438,29.58,49.75,616,FALSE,0
7.69419813,29.75,49.75,606,FALSE,0
7.94627094,29.92,49.75,590,FALSE,0
8.02877045,30.08,49.75,578,FALSE,0
8.08657265,30.25,49.75,569,FALSE,0
8.04710388,30.42,49.75,570,FALSE,0
7.9428854,30.58,49.75,569,FALSE,0
7.8597188,30.75,49.75,567,FALSE,0
7.82618761,30.92,49.75,564,FALSE,0
7.74049997,31.08,49.75,564,FALSE,0
7.56070852,31.25,49.75,559,FALSE,0
7.42236471,31.42,49.75,554,FALSE,0
7.49414587,31.58,49.75,545,FALSE,0
7.5428648,31.75,49.75,546,FALSE,0
7.58708334,31.92,49.75,549,FALSE,0
7.59337521,32.08,49.75,554,FALSE,0
7.62105227,32.25,49.75,554,FALSE,0
7.71090603,32.42,49.75,552,FALSE,0
7.85172892,32.58,49.75,557,FALSE,0
7.99176025,32.75,49.75,554,FALSE,0
8.09252071,32.92,49.75,551,FALSE,0
8.05280209,33.08,49.75,547,FALSE,0
7.98724985,33.25,49.75,530,FALSE,0
7.94701052,33.42,49.75,525,FALSE,0
7.81682301,33.58,49.75,532,FALSE,0
7.73531246,33.75,49.75,535,FALSE,0
7.58423948,33.92,49.75,540,FALSE,0
7.5057292,34.08,49.75,547,FALSE,0
7.46513557,34.25,49.75,549,FALSE,0
7.39573956,34.42,49.75,553,FALSE,0
7.40237522,34.58,49.75,549,FALSE,0
7.40374994,34.75,49.75,551,FALSE,0
7.217031,34.92,49.75,559,FALSE,0
7.08195829,35.08,49.75,562,FALSE,0
7.00797939,35.25,49.75,561,FALSE,0
6.96080208,35.42,49.75,555,FALSE,0
7.04188538,35.58,49.75,548,FALSE,0
7.20523977,35.75,49.75,542,FALSE,0
7.43609381,35.92,49.75,537,FALSE,0
7.53149986,36.08,49.75,532,FALSE,0
7.56106234,36.25,49.75,532,FALSE,0
7.5792398499999996,36.42,49.75,534,FALSE,0
7.51900005,36.58,49.75,530,FALSE,0
7.4534688,36.75,49.75,530,FALSE,0
7.2944479,36.92,49.75,529,FALSE,0
7.17936468,37.08,49.75,534,FALSE,0
7.02372885,37.25,49.75,540,FALSE,0
6.91679192,37.42,49.75,548,FALSE,0
7.07956266,37.58,49.75,541,FALSE,0
7.16067696,37.75,49.75,541,FALSE,0
7.02320862,37.92,49.75,549,FALSE,0
7.04363537,38.08,49.75,545,FALSE,0
7.08962488,38.25,49.75,541,FALSE,0
7.08778143,38.42,49.75,536,FALSE,0
7.03160429,38.58,49.75,534,FALSE,0
7.04882288,38.75,49.75,525,FALSE,0
7.2057395,38.92,49.75,516,FALSE,0
7.27672911,39.08,49.75,514,FALSE,0
7.30354166,39.25,49.75,513,FALSE,0
7.2043438,39.42,49.75,517,FALSE,0
7.14729166,39.58,49.75,521,FALSE,0
7.19627094,39.75,49.75,519,FALSE,0
7.33813524,39.92,49.75,519,FALSE,0
7.23293734,40.08,49.75,525,FALSE,0
7.30416679,40.25,49.75,523,FALSE,0
6.98537493,22.58,49.58,778,TRUE,1
7.5048852,22.75,49.58,731,TRUE,1
7.73732281,22.92,49.58,709,TRUE,1
7.60361433,23.08,49.58,711,TRUE,1
7.56466675,23.25,49.58,715,TRUE,1
7.45714569,23.42,49.58,716,TRUE,1
7.44771862,23.58,49.58,715,TRUE,1
7.46442699,23.75,49.58,713,TRUE,1
7.46811438,23.92,49.58,714,TRUE,1
7.07334375,24.08,49.58,730,TRUE,1
7.07336473,24.25,49.58,715,TRUE,1
6.88140631,24.42,49.58,713,TRUE,1
6.91119766,24.58,49.58,700,TRUE,1
6.57151031,24.75,49.58,700,FALSE,0
6.56768751,24.92,49.58,689,FALSE,0
6.50092697,25.08,49.58,681,FALSE,0
6.54864597,25.25,49.58,668,FALSE,0
6.67441654,25.42,49.58,650,FALSE,0
6.89035416,25.58,49.58,635,FALSE,0
7.02423954,25.75,49.58,631,FALSE,0
7.0704999,25.92,49.58,636,FALSE,0
7.28585434,26.08,49.58,632,FALSE,0
7.36842728,26.25,49.58,635,FALSE,0
7.28930235,26.42,49.58,640,FALSE,0
7.20569801,26.58,49.58,648,FALSE,0
7.1789064400000004,26.75,49.58,652,FALSE,0
7.08788538,26.92,49.58,658,FALSE,0
6.97959375,27.08,49.58,661,FALSE,0
6.94085407,27.25,49.58,661,FALSE,0
6.91656256,27.42,49.58,660,FALSE,0
6.98703098,27.58,49.58,652,FALSE,0
7.05165625,27.75,49.58,647,FALSE,0
7.10590649,27.92,49.58,642,FALSE,0
7.18305206,28.08,49.58,637,FALSE,0
7.24829149,28.25,49.58,629,FALSE,0
7.19177055,28.42,49.58,628,FALSE,0
7.0630002,28.58,49.58,631,FALSE,0
6.96346855,28.75,49.58,632,FALSE,0
6.93218756,28.92,49.58,632,FALSE,0
6.98720837,29.08,49.58,630,FALSE,0
7.12791681,29.25,49.58,625,FALSE,0
7.28705215,29.42,49.58,620,FALSE,0
7.50480223,29.58,49.58,616,FALSE,0
7.8017602,29.75,49.58,603,FALSE,0
8.11137486,29.92,49.58,591,FALSE,0
8.14984322,30.08,49.58,583,FALSE,0
8.17653084,30.25,49.58,575,FALSE,0
7.97357273,30.42,49.58,575,FALSE,0
7.89365625,30.58,49.58,568,FALSE,0
7.82053137,30.75,49.58,569,FALSE,0
7.66902065,30.92,49.58,569,FALSE,0
7.59352064,31.08,49.58,567,FALSE,0
7.41438532,31.25,49.58,563,FALSE,0
7.38681269,31.42,49.58,553,FALSE,0
7.48753119,31.58,49.58,546,FALSE,0
7.54332304,31.75,49.58,543,FALSE,0
7.53785419,31.92,49.58,542,FALSE,0
7.55532312,32.08,49.58,541,FALSE,0
7.61716652,32.25,49.58,546,FALSE,0
